序号,Volume,Area,max_temp_z,Length1,Length2,Length3,Pra,Prb,Pouter_radius,Pinner_radius,Parea,Pcircularity,Pcompactness,Pcontlength,Pconvexity,Prectangularity,Pphi,Panisometry,Pbulkiness,Pinner_width,Pinner_height,Pdist_mean,Pmax_diameter,Porientation,Prect2_len1,Prect2_len2,Pmoments_m11,Pmoments_m20,Pmoments_m02,Pmoments_ia,Pmoments_ib,Pmoments_m11_invar,Pmoments_m20_invar,Pmoments_m02_invar,Pmoments_phi1,Pmoments_phi2,Pmoments_m21,Pmoments_m12,Pmoments_m03,Pmoments_m30,Pmoments_m21_invar,Pmoments_m12_invar,Pmoments_m03_invar,Pmoments_m30_invar,Pmoments_i1,Pmoments_i2,Pmoments_i3,Pmoments_i4,Pmoments_psi1,Pmoments_psi2,Pmoments_psi3,Pmoments_psi4,质量,人工测量：长,人工测量：高,分档,宽1,宽2,宽3,人工测量：宽,边1,边2,边3,备注
4701,62.8668,107.972,7.06821,11.4728,4.14798,3.44185,6.4297,2.42793,6.5,2.5,47,0.354591,1.31791,27.8995,0.94,0.73913,1.47197,2.64822,1.04347,3,11,3.01655,12,1.47197,6,2,-40.8936,481.702,73.3191,485.757,69.2645,-0.0185123,0.218063,0.0331911,0.251255,0.0355486,121.39,47.148,-31.024,-365.253,0.0011692,0.000454119,-0.000298816,-0.00351804,33645.7,-7.34E+08,-5.00E+06,1.35E+12,0.00689506,-1.40E-08,-9.87E-06,5.46E-07,0.24,12,4.3,0,4.9,4.9,4.9,4.9,4.2,3.8,12.2,
4702,93.9101,135.072,6.97121,11.2699,4.81377,3.31768,6.38237,2.99217,6.35235,3,60,0.517184,1.09458,28.7279,0.967742,0.77193,-1.2469,2.13303,0.999924,4,8,3.40731,11.7047,-1.2469,5.82086,2.78916,143.833,562.733,182.583,611.021,134.296,0.0399537,0.156315,0.0507176,0.207032,0.017536,86.7111,-3.67222,-28.6806,135.324,0.00040144,-1.70E-05,-0.00013278,0.000626502,82057.7,-6.75E+07,-2.36E+06,1.55E+12,0.00633161,-1.12E-10,-8.42E-07,4.27E-08,0.3,11.3,3.8,0,4.8,4.9,4.8,4.833333333,4.2,4.1,10.8,
4703,63.0248,97.2129,7.61631,8.59452,4.18665,3.99021,4.58242,2.48668,4.53113,2.5,36,0.67367,1,20.7279,0.972973,0.735294,0.948151,1.84279,0.9944,4,4,2.44652,8.06226,-2.19344,3.88909,2.12132,-63.1667,143.639,101,188.987,55.652,-0.0487397,0.110832,0.0779321,0.188765,0.0105847,-11.8981,-5.22222,14.6667,22.304,-0.000255019,-0.00011193,0.000314358,0.000478052,10517.5,-138049,-38306.8,3.23E+09,0.00626185,-3.78E-11,-4.89E-07,2.46E-08,0.2,8.9,3.7,0,4.3,4.3,4.3,4.3,4.5,3.3,8.9,
4704,66.0471,103.609,6.84091,9.59605,4.57946,3.16325,4.88449,2.927,5.05556,2.5,44,0.585054,1.05412,24.1421,0.93617,0.785714,-1.56336,1.66877,1.0208,4,7,2.71523,9.05539,1.57823,4.5,2.5,1.25,262.432,94.25,262.441,94.2407,0.000645661,0.135554,0.0486829,0.184236,0.0075482,-59.4659,10.3977,17.625,-35.47,-0.000698088,0.000122062,0.000206905,-0.000416393,24732.6,-1.81E+07,-671461,1.33E+11,0.00659872,-6.64E-10,-2.10E-06,1.11E-07,0.18,9.4,3.2,0,4.5,4.5,4.5,4.5,4.2,3.1,9,
4705,65.7075,101.944,6.71721,8.42308,5.56026,3.0696,4.5266,3.27958,4.65519,3,46,0.737182,1,23.3137,0.938776,0.818182,0.077993,1.38024,1.01387,8,4,2.77464,8.24621,-3.0636,4,3,-8.69565,124.37,234.957,235.636,123.69,-0.00410948,0.0587758,0.111038,0.169814,0.0027989,41.1456,-40.3251,-86.5747,18.8507,0.000422717,-0.000414288,-0.000889441,0.000193666,29145.8,-5.09E+07,-1.22E+06,2.85E+11,0.00650946,-1.20E-09,-2.80E-06,1.46E-07,0.16,8.5,3.7,0,4.2,4.3,4.6,4.366666667,4.2,4,8.3,
4706,59.1848,97.0888,6.44851,9.50216,4.74506,2.82928,5.30424,2.82281,5.52494,2.5,47,0.54097,1.0353,24.7279,0.94,0.75,1.48726,1.87906,1.00082,5,7,2.83176,10.0499,-1.65433,5,2.5,-19.7021,328.936,95.2766,330.586,93.627,-0.00891903,0.148907,0.0431311,0.192038,0.0115068,-1.63513,-15.6885,7.93662,54.7334,-1.57E-05,-0.000151109,7.64E-05,0.00052718,30951.7,-725669,-159244,4.05E+10,0.00634299,-1.38E-11,-3.14E-07,1.64E-08,0.21,8.3,3.3,0,5.6,5.6,5.6,5.6,4.2,3.8,8.7,
4707,64.7045,105.949,6.53141,10.3461,4.58862,2.95872,5.72766,2.7472,5.64782,2.5,49,0.575207,1.0607,25.5563,0.960784,0.808511,0.977182,2.08491,1.00884,5,4,3.08368,10.2956,-2.16441,4.94975,2.47487,-143.469,305.061,189.265,401.875,92.4518,-0.059754,0.127056,0.0788277,0.205884,0.0166081,18.5564,-63.3953,50.384,81.1537,0.000157727,-0.000538851,0.000428257,0.000689795,37154,-4.00E+07,-1.22E+06,3.65E+11,0.00644498,-5.01E-10,-1.81E-06,9.33E-08,0.21,10.3,3.5,0,5,5.1,5,5.033333333,4.7,3.3,10.3,
4708,81.8729,122.115,6.95451,11.0071,5.43116,3.34575,5.63881,3.11653,5.88516,3,54,0.510099,1.11902,27.5563,0.915254,0.730769,-0.48261,1.80932,1.02239,6,5,3.1889,10.7703,-0.48261,5.36656,2.90689,122.556,195.333,365.037,429.248,131.122,0.0420287,0.0669867,0.125184,0.192171,0.0104526,72.0864,122.416,37.808,-24.8148,0.000457796,0.00077742,0.000240105,-0.00015759,56284,-3.08E+08,-4.20E+06,1.90E+12,0.00661927,-1.46E-09,-3.14E-06,1.67E-07,0.22,8.7,3.5,0,5.5,5.5,5.5,5.5,3.8,3.8,10.8,
4709,60.9009,101.083,5.97471,9.86349,4.60775,2.35218,5.52572,2.97253,5.59902,2.5,51,0.623418,1.06636,26.1421,0.944444,0.77551,-0.238037,1.85893,1.0118,8,4,3.04183,10.198,-0.238037,5.01377,2.69258,63.3922,128.039,373.922,389.303,112.658,0.0243722,0.0492269,0.143761,0.192988,0.0113127,-12.7616,-15.3614,35.9938,-5.70165,-9.62E-05,-0.000115803,0.000271342,-4.30E-05,43858.1,-48345.1,-91737,3.55E+10,0.00648289,-4.06E-13,-1.02E-07,5.84E-09,0.2,10.3,2.8,0,4.4,4.4,4.5,4.433333333,4.5,2.9,10,
4710,80.8407,117.009,7.34181,10.2481,4.47991,3.74314,5.22647,2.86997,5.21699,2.5,47,0.625433,1,24.1421,0.979167,0.795455,0.921954,1.82109,1.00262,5,4,2.95139,9.43398,0.921954,4.59619,2.47487,-107.936,239.106,178.638,320.963,96.7817,-0.048862,0.108242,0.0808684,0.18911,0.0102993,41.5469,21.3196,-54.5487,-79.3581,0.00040017,0.000205346,-0.000525401,-0.000764359,31063.3,-2.53E+07,-889526,2.21E+11,0.00636585,-4.82E-10,-1.76E-06,8.95E-08,0.23,9.7,4.6,0,5.1,5.1,5.1,5.1,4.4,3.5,10,
4711,44.0142,88.014,6.07931,9.37937,4.16931,2.41032,5.20851,2.60541,5.10977,2.5,43,0.587735,1,23.0711,0.977273,0.85,0.0814028,1.99911,0.991451,8,4,2.66918,9.21954,0.0814028,4.5,2,-17.7209,74.4186,290.186,291.632,72.9729,-0.00958406,0.040248,0.156942,0.19719,0.0139849,-14.3072,-31.8637,63.5792,9.02758,-0.000179949,-0.000400766,0.000799668,0.000113544,21281.2,-3.78E+06,-284031,4.84E+10,0.00622476,-1.75E-10,-1.04E-06,5.21E-08,0.15,9.7,3.2,0,4.2,4.2,4.1,4.166666667,4.2,3.3,10,
4712,53.4104,86.4706,7.36761,7.40497,4.60781,3.78381,4.13225,2.95757,4.14005,2.5,38,0.869403,1,21.3137,0.95,0.833333,-1.47543,1.39718,1.01039,4,6,2.43078,7.28011,1.66617,3.5,2.5,7.5,161.5,83.8158,162.217,83.0983,0.00519391,0.111842,0.0580442,0.169886,0.00300212,-34,3.15789,15.2909,0,-0.000619624,5.76E-05,0.000278664,0,13480,-2.44E+06,-183269,1.99E+10,0.00646481,-3.88E-10,-1.60E-06,8.34E-08,0.23,7.8,3.2,0,5.2,5.2,5.5,5.3,4.1,3.4,8,
4713,61.1181,91.6617,6.81781,6.2807,5.7132,3.18156,3.87863,3.46596,4.30789,3,42,0.858686,1,21.8995,0.976744,0.725,0.964258,1.11906,1.00555,6,5,2.58697,7.61577,-2.17733,3.3541,3.1305,-14.9048,147.619,136.476,157.96,126.136,-0.00844941,0.0836843,0.0773675,0.161052,0.000325472,13.5261,-8.17914,-16.2766,11.9909,0.000182568,-0.000110398,-0.000219693,0.000161847,19924.3,-315540,-81989.1,1.32E+10,0.00640305,-1.85E-11,-3.56E-07,1.85E-08,0.21,5.8,3.6,0,5.2,5.7,5.7,5.533333333,4.7,3.9,5.9,
4714,63.8133,102.037,6.54861,9.06873,5.30505,2.93689,4.75143,3.39505,5.03364,3,49,0.669088,1,24.7279,0.960784,0.8125,0.237555,1.39952,1.03425,8,4,2.90056,9.05539,-2.90404,4.5,3,-30.9592,148.694,269.061,276.557,141.198,-0.0128943,0.06193,0.112062,0.173992,0.00317829,41.6256,-117.756,-53.6027,47.0429,0.000353812,-0.00100091,-0.000455615,0.000399858,39049.3,-4.63E+08,-4.28E+06,1.34E+12,0.00677374,-5.80E-09,-6.31E-06,3.43E-07,0.18,9.2,3,0,4.6,4.8,4.8,4.733333333,4.1,3.6,9,
4715,48.3275,86.5419,6.13291,7.875,4.7635,2.48355,4.85421,3.05248,4.8566,2.5,45,0.657002,1.03069,24.1421,0.918367,0.818182,1.08321,1.59025,1.03445,5,5,2.81258,8.60233,1.08321,4.29893,2.7735,-66.3333,229.911,140,265.087,104.824,-0.0327572,0.113536,0.0691358,0.182672,0.00626355,79.563,8.33333,-59.3333,-76.6588,0.000873119,9.14E-05,-0.00065112,-0.000841248,27787.4,-1.18E+08,-1.82E+06,4.05E+11,0.00677639,-3.48E-09,-4.87E-06,2.64E-07,0.2,7.6,2.5,0,4.7,4.6,4.5,4.6,4.7,2.6,7.7,
4716,65.1154,98.4735,7.27401,7.40188,5.60114,3.63565,4.48009,2.88468,4.53113,2.5,41,0.792738,1,21.3137,0.97619,0.815789,0.961133,1.55306,0.990264,5,4,2.64715,8.06226,0.961133,3.88909,2.47487,-56.5366,166.244,124.78,205.73,85.2943,-0.0336327,0.0988958,0.0742299,0.173126,0.00513304,10.0357,-11.2493,0.406901,5.95717,0.000145612,-0.00016322,5.90E-06,8.64E-05,17547.6,-68863.5,-34768.2,4.88E+09,0.00620987,-5.13E-12,-1.79E-07,8.87E-09,0.22,8.7,4.7,0,5,4.9,5,4.966666667,4.3,3.9,8.7,
4717,45.4715,81.9796,6.68371,8.94891,4.12637,3.04991,5.00328,2.66561,4.97214,2.5,42,0.636946,1,22.7279,0.976744,0.8,1.02327,1.87698,0.99759,4,5,2.72637,8.94427,1.02327,4.4376,2.35748,-83.6667,211.833,125.619,262.845,74.6075,-0.0474301,0.120087,0.0712126,0.1913,0.0113871,16.6032,-2.06349,-7.92744,-15.1111,0.000224101,-2.79E-05,-0.000107,-0.000203962,19610.2,-109148,-46606.3,7.34E+09,0.00630209,-6.39E-12,-2.02E-07,1.02E-08,0.2,8.6,3.4,0,4.3,4.3,4.3,4.3,4.1,3.8,9.1,
4718,74.3382,110.547,7.45831,8.96306,4.9178,3.86496,5.10227,2.93253,5.24342,2.5,47,0.608751,1,24.1421,0.959184,0.840909,-1.11351,1.73988,1.00013,4,6,2.91691,9.48683,2.02809,4.24264,2.82843,81.1489,265.957,140.979,305.889,101.047,0.0367356,0.120397,0.0638202,0.184217,0.00859898,1.49117,4.54685,-1.99909,-14.0127,1.44E-05,4.38E-05,-1.93E-05,-0.000134967,30909.2,-5788.12,-17309.9,4.55E+09,0.00633426,-1.10E-13,-3.42E-08,1.84E-09,0.18,9.1,3.4,0,4.7,4.9,4.6,4.733333333,4.2,3.7,8.9,
4719,71.5143,104.191,7.53901,8.8175,4.21612,4.00714,5.33987,2.62464,5.24342,2.5,44,0.59052,1.03303,23.8995,0.956522,0.809524,1.30753,2.03451,1.00068,4,7,2.71663,9.48683,1.30753,4.72944,2.30409,-59.7727,297.545,91.8864,313.656,75.776,-0.0308743,0.153691,0.047462,0.201153,0.0150975,3.91736,11.1095,-9.28202,-28.562,4.60E-05,0.000130418,-0.000108964,-0.000335298,23767.6,-163506,-64863.7,1.27E+10,0.00634124,-6.01E-12,-2.03E-07,1.06E-08,0.2,8.6,4.3,0,4.4,4.4,4.4,4.4,4.2,3.6,8.2,
4720,57.1428,102.758,5.86291,9.53003,5.17556,2.22745,5.31566,3.11771,5.59902,3,52,0.626286,1,25.3137,1,0.77551,-1.42042,1.70499,1.00124,6,6,3.03871,10.198,-1.42042,5,2.5,35.6923,361.923,131.769,367.331,126.361,0.0131998,0.133847,0.0487312,0.182579,0.00794169,65.5621,-7.59763,-23.0059,56.2367,0.000466276,-5.40E-05,-0.000163617,0.000399954,46416.4,-2.90E+07,-1.16E+06,4.31E+11,0.00634831,-2.00E-10,-1.13E-06,5.74E-08,0.17,9.9,2.7,0,5,5.1,5.1,5.066666667,4.2,3.7,9.7,
4721,17.8474,52.5429,5.00541,7.21556,4.19795,1.37653,3.93465,2.50749,4.14005,2.5,31,0.611437,1,18.4853,1,0.689655,-1.32824,1.56916,0.999848,5,4,2.12135,7.28011,1.81335,3.5,2,16.6129,115.871,52.8387,119.981,48.7282,0.0172871,0.120573,0.054983,0.175556,0.00549746,-26.4048,4.91467,12.9053,-33.565,-0.000886334,0.000164972,0.000433195,-0.00112668,5846.48,-1.17E+06,-82799,3.88E+09,0.00633065,-1.42E-09,-3.01E-06,1.53E-07,0.09,7.2,1.7,0,5.3,5.3,5.4,5.333333333,4.3,4.1,7.9,
4722,34.2746,73.8333,5.49231,7.60473,5.21941,1.87546,4.39389,2.99059,4.62311,3,41,0.734556,1,21.8995,0.953488,0.74359,-1.43026,1.46924,1.00687,4,7,2.57725,8.24621,1.71133,4,2.5,14.7317,195.805,93.7561,197.889,91.672,0.00876366,0.116481,0.055774,0.172255,0.00399257,27.8477,32.4247,-11.8001,-57.4943,0.000404053,0.000470463,-0.000171212,-0.000834207,18140.9,-1.45E+07,-514389,7.47E+10,0.00641982,-1.08E-09,-2.64E-06,1.36E-07,0.1,7.7,2,0,6.2,6.1,6,6.1,4.4,3.5,7.4,
4723,30.4362,63.0579,5.81971,6.99924,4.60131,2.21852,3.93812,2.67473,4.14005,2.5,33,0.787763,1,19.3137,0.970588,0.709677,0.233987,1.47234,1.00278,5,4,2.23521,7.28011,0.233987,3.18198,2.47487,-15.5455,62.7273,124.242,127.948,59.022,-0.014275,0.0576008,0.114089,0.171689,0.00400597,6.3719,-10.0744,-5.5225,9.86777,0.000177308,-0.000280334,-0.000153672,0.000274585,7551.73,-76454.8,-25818.4,1.64E+09,0.00636782,-4.99E-11,-6.06E-07,3.25E-08,0.1,7.2,2.6,0,4.9,4.9,4.6,4.8,4.4,2.6,7.3,
4724,31.5051,65.8197,5.65711,7.38925,4.313,2.03839,4.09577,2.73484,4.14005,2.5,35,0.802702,1,19.8995,0.972222,0.787879,0.256654,1.49763,1.00542,6,4,2.29409,7.28011,0.256654,3.63662,2.37171,-19.9714,70.6857,141.543,146.784,65.4444,-0.0163032,0.0577026,0.115545,0.173248,0.00440894,-11.7739,19.8392,20.4588,-5.71592,-0.000274609,0.000462721,0.000477173,-0.000133316,9606.2,-626002,-78190.7,6.04E+09,0.00640147,-2.27E-10,-1.22E-06,6.25E-08,0.12,7.8,2.5,0,4.4,4.5,4.5,4.466666667,4.4,3.9,7.7,
4726,29.6695,66.2261,5.34731,6.50763,5.25154,1.77498,3.88513,3.31561,4.16246,3,40,0.92916,1,20.7279,1,0.789474,1.25971,1.17177,1.01172,5,5,2.56725,7.28011,-1.88188,3.18198,2.82843,-11.95,147.1,113.775,150.942,109.933,-0.00746875,0.0919375,0.0711094,0.163047,0.00065694,-39.765,8.1925,41.1337,-7.83,-0.000621328,0.000128008,0.000642715,-0.000122344,16593.5,-1.12E+07,-437643,5.86E+10,0.00648184,-1.07E-09,-2.67E-06,1.40E-07,0.13,6.5,1.9,0,5.5,5.5,5.5,5.5,,,,
4727,18.3121,48.4271,5.03611,5.5177,4.1768,1.57307,3.50298,2.64602,3.66228,2.5,29,0.865566,1,17.3137,1,0.814815,-1.03377,1.32387,1.00411,4,4,2.10496,6.32456,-1.03377,2.82843,2.12132,16.7931,78.9655,60.7586,88.9639,50.7602,0.019968,0.0938948,0.0722457,0.16614,0.00206357,14.503,0.0868014,-16.0309,7.17004,0.000594652,3.56E-06,-0.000657301,0.000293986,4515.83,-181534,-29150.3,1.06E+09,0.00638477,-4.31E-10,-1.69E-06,8.73E-08,0.08,6.4,1.8,0,4.8,4.6,5,4.8,4.4,3.2,5.7,
4728,31.2479,66.0681,5.71371,8.39342,4.12721,2.17415,4.44653,2.28451,4.62311,2,31,0.544955,1.04145,20.1421,0.939394,0.8,1.07813,1.94639,1.02944,3,5,2.55302,8.24621,1.07813,3.53553,2.12132,-47,128,65.6774,153.23,40.447,-0.0489074,0.133195,0.0683428,0.201537,0.0137735,36.8065,-21.4516,-6.16233,0,0.00123549,-0.00072007,-0.000206852,0,6197.71,-3.10E+06,-139799,6.96E+09,0.00671096,-3.78E-09,-5.08E-06,2.74E-07,0.11,8.9,2.6,0,4.4,4.4,4.5,4.433333333,4.3,2.5,9.2,
4729,47.362,85.6003,6.14881,8.16091,5.10325,2.53907,4.56482,3.00705,4.54775,2.5,43,0.8098,1,22.1421,1,0.780488,-0.754566,1.51804,1.00287,5,4,2.75417,8.06226,2.38703,3.88909,2.47487,63.2791,156.698,164.512,224.004,97.2051,0.0342234,0.0847473,0.0889733,0.173721,0.00470282,14.748,-14.245,-35.9027,22.9746,0.000185493,-0.000179167,-0.000451566,0.000288963,21774.3,-1.22E+06,-165487,2.91E+10,0.006369,-5.64E-11,-6.09E-07,3.13E-08,0.04,8.4,2.6,0,5.6,5.6,5.6,5.6,3.9,3.4,8.4,
4730,46.4275,77.229,6.92611,6.69895,4.91987,3.35345,3.72325,2.97065,3.8541,2.5,35,0.945317,1,19.0711,0.972222,0.787879,-1.25216,1.25334,0.992786,5,5,2.28361,6.7082,1.88944,3,2.5,13.1143,116.971,81.5429,121.298,77.2167,0.0107055,0.0954869,0.0665656,0.162052,0.00129487,-8.58204,16.1853,11.0302,-24.3331,-0.000200164,0.0003775,0.000257264,-0.000567535,9366.2,-650106,-78137.2,5.86E+09,0.00624153,-2.36E-10,-1.21E-06,6.07E-08,0.13,4.9,3,0,4.4,4.4,4.4,4.4,4.2,2.9,6.2,
4731,26.6408,58.8011,5.55211,5.37402,5.24998,1.931,3.31647,2.95756,3.60161,2.5,31,0.918695,1,17.8995,0.96875,0.758621,0.450337,1.12135,0.994024,5,4,2.12204,6.08276,0.450337,2.82843,2.47487,-6.83871,71.0968,81.9355,85.2418,67.7905,-0.00711624,0.0739821,0.0852606,0.159243,0.00032977,0.501561,12.2768,1.9667,-11.9313,1.68E-05,0.000412097,6.60E-05,-0.000400501,5778.58,-87003.9,-22870.5,1.07E+09,0.00625712,-1.06E-10,-8.31E-07,4.20E-08,0.09,6.6,2.7,0,5.4,5.5,5.4,5.433333333,4.4,4,6.5,
4732,57.3759,91.0196,6.43391,6.80169,5.80071,2.79955,4.35914,3.25817,4.53113,3.5,45,0.846124,1,21.8995,1,0.785714,0.997308,1.33791,0.991544,5,5,2.77404,8.06226,0.997308,3.5,3,-43,186,147.2,213.774,119.426,-0.0212346,0.0918519,0.0726914,0.164543,0.00217075,20.8667,13.8,-22.9867,-31.3333,0.000228989,0.00015144,-0.000252254,-0.00034385,25530.2,-2.14E+06,-233792,4.78E+10,0.00622593,-6.28E-11,-6.26E-07,3.12E-08,0.16,7.3,3.3,0,5.9,5.9,5.8,5.866666667,4.2,4.1,7.4,
4733,54.4954,88.9634,6.49101,8.15921,5.01111,2.84277,4.65772,2.84792,4.772,2.5,42,0.677282,1,21.8995,1,0.74359,0.320682,1.63548,0.992205,5,5,2.63907,8.544,-2.82091,4,2.5,-42.6667,99.3333,213.619,227.791,85.1617,-0.0241875,0.0563114,0.121099,0.177411,0.00653759,16.7937,18.3175,-53.1519,-15.1111,0.000226672,0.000247239,-0.000717416,-0.000203962,19399,-2.50E+06,-220227,3.42E+10,0.00623424,-1.46E-10,-9.55E-07,4.76E-08,0.15,8.4,3.2,0,4.5,4.5,4.4,4.466666667,4,3.5,8.3,
4734,34.3918,66.2377,5.95671,6.43078,4.58393,2.43494,3.73112,2.81146,3.8541,2.5,33,0.914762,1,19.3137,0.970588,0.774194,1.13488,1.32711,0.998634,5,4,2.52486,6.7082,-2.00672,3,2.5,-19,106,74.0606,114.85,65.2103,-0.0174472,0.097337,0.0680079,0.165345,0.00207782,-8.0303,2.87879,-1.2213,0,-0.000223455,8.01E-05,-3.40E-05,0,7489.42,926.5,-4175.5,2.90E+08,0.00631528,6.05E-13,-9.80E-08,5.74E-09,0.1,6.2,2.6,0,5.1,4.7,4.8,4.866666667,4.4,3.8,6.4,
4735,39.8141,71.6235,6.52811,5.80786,5.60165,2.8772,3.38593,3.20939,3.66228,2.5,34,0.997198,1,19.3137,0.918919,0.6875,-1.29906,1.05501,1.00409,5,5,2.28658,6.32456,-1.29906,2.82843,2.82843,2.55882,96.7353,88.2647,97.4483,87.5517,0.00221352,0.0836811,0.0763536,0.160035,7.33E-05,17.7163,5.60554,-13.9516,-1.37024,0.00045075,0.00014262,-0.000354965,-3.49E-05,8531.76,-351890,-55125.7,3.78E+09,0.00638445,-1.70E-10,-1.05E-06,5.38E-08,0.12,5.7,3.2,0,5,5.1,5.1,5.066666667,4.4,4.2,5.4,
4736,19.2524,54.67,5.12991,5.86897,5.21019,1.47185,3.48203,3.07743,3.7059,3,34,0.974897,1,18.4853,1,0.8125,-1.5708,1.13147,0.990131,6,4,2.24303,6.32456,1.5708,3,2.5,0,103.059,80.5,103.059,80.5,0,0.0891512,0.0696367,0.158788,0.000380818,1.33E-15,14.8235,0,-21.7993,3.39E-20,0.000377151,0,-0.000554633,8296.24,-284026,-48658.8,3.23E+09,0.0062082,-1.38E-10,-9.26E-07,4.61E-08,0.09,5.6,1.9,0,5.5,5.3,5.5,5.433333333,4.1,3.5,6.5,
4737,32.3675,63.4092,5.87461,6.39997,4.2087,2.22881,3.55177,2.55609,3.66228,2.5,29,0.849372,1,17.0711,1,0.777778,-1.39681,1.38953,0.983494,5,4,2.00058,6.32456,-1.39681,3,2,7.51724,90.1379,48.6897,91.4592,47.3684,0.00893846,0.107179,0.057895,0.165074,0.00274855,10.1784,-4.10702,-6.14269,11.7717,0.000417334,-0.000168396,-0.000251863,0.000482664,4332.28,-47321.2,-14324.9,4.97E+08,0.00612525,-1.12E-10,-8.30E-07,4.07E-08,0.1,6.8,2.5,0,4.8,4.7,4.7,4.733333333,4.7,2.9,6.8,
4738,57.8311,86.7314,7.64201,6.80245,4.80097,3.98188,3.99243,2.85374,4.14005,2.5,36,0.818105,1,19.8995,0.947368,0.764706,-0.144534,1.39902,0.994258,5,5,2.35291,7.28011,-0.144534,3.5,2.5,10,74.75,142,143.455,73.2945,0.00771605,0.0576775,0.109568,0.167245,0.00293077,-5.66667,-6.16667,12.6667,6.375,-0.000121456,-0.000132173,0.000271491,0.000136638,10514.5,-29272.7,-18808.2,1.63E+09,0.00626006,-8.01E-12,-2.40E-07,1.24E-08,0.15,6.5,3.4,0,4.2,4.2,4.3,4.233333333,4.4,3,6.8,
4739,53.5814,88.1656,7.17691,6.99184,5.40311,3.58402,4.13842,2.9035,4.30789,2.5,38,0.804676,1,20.4853,0.974359,0.75,1.19184,1.42532,0.993395,5,5,2.42089,7.61577,1.19184,3.5,2.5,-28.3947,151.395,91.3947,162.702,80.0878,-0.0196639,0.104844,0.0632928,0.168137,0.00327319,11.4626,-16.3047,-1.06371,15.59,0.000208897,-0.000297141,-1.94E-05,0.000284116,13030.4,-399818,-72497.5,7.57E+09,0.00624919,-6.37E-11,-6.34E-07,3.17E-08,0.14,6.4,3.9,0,5,5,5.1,5.033333333,4.3,5.1,7.5,
4740,41.7133,72.879,7.31701,6.27981,4.39909,3.7805,3.84294,2.76363,4.04888,2.5,33,0.794768,1,19.3137,0.942857,0.806452,0.424045,1.39054,1.01107,5,4,2.23521,7.07107,-2.71755,3.18198,2.47487,-22.0606,72.9697,111.879,121.838,63.0108,-0.0202577,0.0670061,0.102735,0.169741,0.00291807,-1.30946,28.8356,-7.23783,-20.7456,-3.64E-05,0.000802394,-0.000201403,-0.000577278,7677.09,-1.94E+06,-122956,7.58E+09,0.00647353,-1.26E-09,-2.89E-06,1.50E-07,0.13,6.4,3.9,0,3.8,3.9,4,3.9,4.1,3.3,7,
4741,54.3447,86.2553,6.60411,7.07091,5.09183,2.96192,4.56923,3.09162,4.772,2.5,44,0.719744,1,22.7279,0.977778,0.738095,-1.21136,1.47794,1.00862,5,5,2.74433,8.544,-1.21136,3.88909,2.82843,41,214.25,120.545,229.656,105.139,0.0211777,0.110666,0.0622652,0.172932,0.00413664,-11.0455,-33.5909,4.01653,60.375,-0.000129666,-0.000394334,4.72E-05,0.00070876,24145.9,-1.01E+07,-505163,9.86E+10,0.00644217,-3.70E-10,-1.58E-06,8.24E-08,0.08,8.1,4.2,0,4.4,4.4,4.4,4.4,3.9,3.8,6.1,
4742,96.5248,128.023,7.20421,9.81856,5.53205,3.6181,5.16616,3.15518,5.21699,3,51,0.719443,1,24.7279,0.962264,0.729167,-0.910585,1.63735,1.00409,5,5,3.06018,9.43398,-0.910585,4.59619,2.82843,103.353,260.039,207.176,340.287,126.929,0.0397358,0.0999766,0.0796526,0.179629,0.00672882,11.2168,63.5398,45.0934,-70.2068,8.46E-05,0.000479,0.00033994,-0.00052926,43192.2,-4.97E+07,-1.47E+06,5.07E+11,0.00638446,-4.18E-10,-1.64E-06,8.36E-08,0.2,9,3.4,0,3.9,3.8,3.8,3.833333333,4.2,4.1,9.2,
4743,65.8325,102.132,6.80501,7.7523,5.74455,3.16502,4.3959,3.1643,4.53113,3,44,0.83469,1,21.8995,0.977778,0.731707,-0.539382,1.38922,0.993169,5,5,2.72141,8.06226,2.60221,3.5,3,45.1364,137.159,185.545,212.564,110.141,0.0233142,0.0708466,0.0958396,0.166686,0.00279886,24.6921,-10.4132,-39.4711,21.5424,0.000289868,-0.000122244,-0.000463363,0.000252892,23412,-3.26E+06,-276528,5.18E+10,0.00624636,-1.20E-10,-8.66E-07,4.33E-08,0.19,6.9,2,0,5.7,5.7,5.8,5.733333333,4.2,4,7.3,
4745,57.6128,86.058,7.06811,6.40154,5.22262,3.43882,3.6725,3.08177,3.8541,3,36,0.972629,1,19.0711,1,0.787879,0.297219,1.19169,0.987664,5,5,2.33195,6.7082,-2.84437,3,2.5,-10.0556,88.5556,118.306,121.385,85.4756,-0.00775892,0.0683299,0.0912852,0.159615,0.000767746,9.12346,13.071,-14.3904,-10.5679,0.000195547,0.000280157,-0.000308437,-0.000226507,10375.5,-266463,-52615.6,4.37E+09,0.0061773,-7.29E-11,-6.71E-07,3.32E-08,0.15,7.2,3.6,0,5.4,5.3,5,5.233333333,4.5,3.8,6.2,
